IS_retention_time/ min,IS_integral,IS_peak start/ min,IS_peak end/ min,peak height/  signal
0.0,0.0,0.0,0.0,0.0
Retention_time/ min,integral,peak start/ min,peak end/ min,peak height/  signal
3.975,50673.55708000005,3.81667,4.56667,452099.0
5.80833,101718.10274999995,5.46667,6.66667,773723.0
11.19167,6143.4409749999995,10.35833,11.825,11288.0
