time/ min, signal/ total ion counts
3.012833333333333,0.0
3.0145,0.0
3.0161666666666664,0.0
3.0178333333333334,0.0
3.0195,518.2631394769169
3.021125,0.0
3.022791666666667,0.0
3.024458333333333,0.0
3.026125,3489.2734805408536
3.0277916666666664,6200.544598524988
3.0294583333333334,6771.114918943941
3.031125,6219.912121436228
3.0327916666666668,6993.4327868604005
3.0344583333333333,6904.727538403213
3.036083333333333,8110.045646764665
3.03775,9105.183702778962
3.0394166666666664,12588.908455999466
3.0410833333333334,12985.444519732713
3.04275,16336.237506150661
3.044416666666667,16996.853591626936
3.0460833333333333,17675.26162723251
3.0477499999999997,19618.165503808865
3.0494166666666667,21085.670941107852
3.051041666666667,23344.424222601596
3.0527083333333334,27698.24386864867
3.054375,28107.40841312019
3.0560416666666668,27771.36623453999
3.0577083333333333,30648.646987058564
3.0593749999999997,31736.039917386173
3.0610416666666667,30554.153036926105
3.062708333333333,28325.78947749655
3.0643333333333334,25991.572037776863
3.066,23684.89999171277
3.0676666666666668,20271.080566854045
3.0693333333333332,19956.356168157516
3.0709999999999997,17887.83798005674
3.072666666666667,17342.187341939563
3.074333333333333,19577.48295250061
3.076,27154.604101795943
3.077625,35350.40667691002
3.0792916666666668,52758.7794947441
3.0809583333333332,75387.4792630082
3.0826249999999997,101880.14827136043
3.0842916666666667,131696.88519507425
3.085958333333333,162672.59512373694
3.087625,188921.85032880172
3.0892916666666665,209832.92012030885
3.090958333333333,220346.98447363643
3.0925833333333332,217435.08036979657
3.0942499999999997,206744.78061442415
3.0959166666666667,189100.07810422964
3.097583333333333,157101.59627179976
3.09925,128042.25104059854
3.100916666666667,101047.99232099456
3.102583333333333,75646.44819154678
3.10425,52183.34919801413
3.1058749999999997,35524.209170848844
3.1075416666666666,25289.28479916425
3.109208333333333,19761.421300920596
3.110875,17612.36178717548
3.1125416666666665,14782.41666668063
3.114208333333333,12543.051156571622
3.115875,10870.719762111554
3.1175416666666664,11375.250599873545
3.1191666666666666,9343.279833904116
3.120833333333333,9422.793692982335
3.1225,8151.589495024044
3.1241666666666665,7675.640838511581
3.125833333333333,6497.733996209961
3.1275,6095.624817327036
3.129166666666667,5405.145077725832
3.1308333333333334,3982.871003221175
3.1325,4048.7402114963834
3.134125,4116.821340825631
3.1357916666666665,3940.388371313119
3.137458333333333,3904.727786686665
3.139125,4287.92661850589
3.1407916666666664,3755.7282200527716
3.1424583333333334,4090.838759255562
3.144125,3717.7630371628247
3.1457916666666668,3855.355122912056
3.1474583333333332,4355.496489302504
3.149083333333333,4317.830304791093
3.15075,3907.8484281837013
3.1524166666666664,3829.5024434491306
3.1540833333333333,3711.1040542670885
3.15575,3932.582703908515
3.1574166666666668,3702.1228535067808
3.1590833333333332,3987.29159238823
3.1607499999999997,3799.256653623931
3.162375,3698.3789650189865
3.1640416666666664,3864.0662352427994
3.1657083333333333,3809.663800091893
3.167375,3933.027840326401
3.1690416666666668,3795.61543317671
3.1707083333333332,4256.6974146527045
3.1723749999999997,3813.43597580654
3.1740416666666667,3699.6748466776444
3.1756666666666664,3087.492961028224
3.177333333333333,3710.2759667854407
3.179,3147.799385705016
3.1806666666666668,3064.5610449761107
3.1823333333333332,3689.745467622075
3.1839999999999997,3563.813910808968
3.1856666666666666,3935.859181714358
3.187333333333333,3845.918652810611
3.1889583333333333,3674.944294253031
3.190625,3205.130114958596
3.1922916666666667,3672.3879968434167
3.1939583333333332,3098.75539677308
3.1956249999999997,3109.3665462991025
3.1972916666666666,3636.5383713869796
3.198958333333333,3716.419223742936
3.200625,3188.0565156669945
3.2022916666666665,3593.4769331787516
3.2039166666666667,3606.4818033100382
3.205583333333333,3644.425061550439
3.2072499999999997,3762.598779310454
3.2089166666666666,4998.1660247641785
3.210583333333333,6400.8939307292085
3.21225,5767.482062857887
3.2139166666666665,8988.701734885224
3.215583333333333,11975.04492364247
3.21725,20626.470504397446
3.2188749999999997,33479.06379750374
3.2205416666666666,57223.19835093748
3.222208333333333,91083.72929404875
3.223875,139398.4671825568
3.2255416666666665,195220.8786712271
3.227208333333333,268319.06786193623
3.228875,342558.9413762348
3.2305416666666664,419252.02013592434
3.2321666666666666,484810.11518218584
3.2338333333333327,523154.08089653053
3.2355,539184.5645368607
3.2371666666666665,532095.3289269819
3.238833333333333,493634.71522917005
3.2405,437020.1124770639
3.2421666666666664,369032.98926737334
3.2438333333333333,300334.015659556
3.245458333333333,237250.18913681092
3.247125,183360.66335247358
3.2487916666666665,141702.70772498476
3.250458333333333,111404.11790644703
3.252125,92276.41344862452
3.2537916666666664,76520.7919285075
3.255458333333333,63924.19451860862
3.257125,54668.209122576125
3.2587916666666668,45945.05444846866
3.2604166666666665,36225.54939860036
3.2620833333333334,29359.341193179007
3.26375,23160.890711161363
3.2654166666666664,18280.590273403544
3.2670833333333333,13999.382876483687
3.26875,12287.665861801204
3.2704166666666667,9188.27954821433
3.2720833333333332,9279.54154545564
3.2737499999999997,8006.186770069283
3.275375,7637.792479575508
3.2770416666666664,7607.474985250085
3.2787083333333333,6555.361622041901
3.280375,9591.123064445677
3.2820416666666667,13482.988505906127
3.283708333333333,18289.19725971788
3.2853749999999997,18239.790991845846
3.2870416666666666,22687.97716219415
3.2886666666666664,25374.110452807232
3.2903333333333333,26690.61888711518
3.292,26879.51022589325
3.2936666666666667,27423.45494862035
3.2953333333333332,25118.745349945202
3.2969999999999997,24315.096668474805
3.2986666666666666,21353.968272235383
3.300333333333333,20727.699422487003
3.3019583333333333,16495.08340657373
3.303625,11885.178629216596
3.3052916666666667,10618.913562665068
3.306958333333333,10158.088259737262
3.3086249999999997,8534.592632304018
3.3102916666666666,8558.692316748413
3.3119583333333327,7003.941257783558
3.313625,6876.856373702274
3.3152916666666665,6182.428779736034
3.3169166666666667,5558.678292069882
3.318583333333333,5779.211745233139
3.3202499999999997,5148.906983624717
3.3219166666666666,3634.295578368954
3.323583333333333,5889.2072188951615
3.32525,4666.596957147104
3.3269166666666665,6156.023357530908
3.328583333333333,8722.66538794222
3.330208333333333,8711.03729862213
3.3318749999999997,9144.37432799469
3.3335416666666666,9748.587758510077
3.335208333333333,11396.197870994274
3.336875,8964.700049296169
3.3385416666666665,7882.467308461968
3.3402083333333326,6778.837335937242
3.341875,5024.963686955754
3.3434999999999997,4255.166724955886
3.3451666666666666,3660.6202709018526
3.346833333333333,3527.104602557118
3.3485,4781.496997150798
3.3501666666666665,3390.6084548647873
3.3518333333333334,3425.911418317036
3.3535,3767.2161852159416
3.3551666666666664,3508.5944456315847
3.3567916666666666,2960.2246083089103
3.358458333333333,3172.2983583138275
3.3601250000000005,3458.601679736241
3.3617916666666665,3412.8117223026347
3.3634583333333334,3443.3755655313103
3.365125,2993.6131258212554
3.3667916666666664,2805.9744665759936
3.3684583333333333,3451.485743304579
3.370125,2933.897051477444
3.3717916666666667,2866.2046261720416
3.3734166666666665,3512.7634706145705
3.3750833333333334,3043.515662144618
3.37675,2955.2347976043256
3.3784166666666664,3061.203935776043
3.3800833333333333,3115.6412968776162
3.38175,2279.707115317641
3.3834166666666667,3630.9643328985785
3.385083333333333,3373.941182865038
3.3867083333333334,2796.270464493094
3.3883750000000004,3648.5742537456454
3.3900416666666664,2828.0077997822837
3.3917083333333333,3242.608715600537
3.393375,3752.177851888496
3.3950416666666667,3112.250279329518
3.396708333333333,3008.2808653453803
3.3983749999999997,3297.2209112226474
3.4,2107.594825886121
3.4016666666666664,2902.42393672284
3.4033333333333333,2835.9579855969196
3.405,2786.319312517261
3.4066666666666667,2740.7616002126997
3.408333333333333,3882.474430589783
3.4099999999999997,2745.656463263029
3.4116666666666666,3705.58489403633
3.4132916666666664,2979.231871082561
3.4149583333333333,3680.238928308565
3.4166250000000002,2888.1024834037694
3.4182916666666667,2769.6389334157225
3.419958333333333,2139.32444448355
3.4216249999999997,2149.9620156457404
3.4232916666666666,3170.6236474405723
3.424958333333333,2719.081396533822
3.426625,3264.3089376264015
3.42825,2896.5433719167577
3.4299166666666667,2905.965030784072
3.431583333333333,3092.869592709326
3.4332499999999997,3730.396336972049
3.4349166666666666,3278.5479235460916
3.436583333333333,2818.7780343982913
3.4382500000000005,2361.4045903702718
3.4399166666666665,2149.3981260105684
3.4415833333333334,4379.110015562453
3.443208333333333,4392.0946301236645
3.444875,5962.58211284987
3.4465416666666666,6453.951326470997
3.448208333333333,6841.963143218036
3.449875,8379.805651216111
3.4515416666666665,9014.127808671205
3.4532083333333334,9013.996365853909
3.454875,9313.005800511875
3.4564999999999997,11399.014746899042
3.4581666666666666,8913.46297419773
3.459833333333333,8662.168572530467
3.4615,9146.126614777459
3.4631666666666665,7078.605088597423
3.4648333333333334,6959.213877010194
3.4665000000000004,6926.374703986285
3.4681666666666664,5136.874317106984
3.4697916666666666,5618.237871462568
3.471458333333333,6893.024675269571
3.473125,7226.90462243373
3.4747916666666665,6978.224637674502
3.4764583333333334,7120.977815951383
3.478125,7836.905502590706
3.4797916666666664,6953.315194085168
3.4814583333333333,7352.829916676379
3.483125,7262.842411498083
3.48475,6230.036306656561
3.4864166666666665,6266.2647655345145
3.4880833333333334,4140.506617346568
3.48975,3667.8204421907312
3.4914166666666664,4071.1064734762176
3.4930833333333333,5298.23543286289
3.4947500000000002,6086.294003299865
3.4964166666666667,7469.690483269372
3.4980416666666665,9604.4590053233
3.4997083333333334,11801.15375657484
3.501375,15377.480630107366
3.5030416666666664,18493.395322897184
3.5047083333333333,22382.73830798374
3.506375,27209.6901586842
3.5080416666666667,32548.718919271705
3.509708333333333,35370.20802941246
3.5113333333333334,38086.55125187219
3.513,42067.95142116194
3.5146666666666664,42194.80943766609
3.5163333333333333,39867.99063905772
3.518,39010.830585394455
3.5196666666666667,35096.4026453493
3.521333333333333,29440.65461762985
3.523,24012.40501417826
3.524625,21323.678187029847
3.5262916666666664,16778.36141700705
3.5279583333333333,14294.717359998795
3.529625,10645.299708196822
3.5312916666666667,9798.907539547008
3.532958333333333,8938.00327185641
3.5346249999999997,8232.832244444404
3.5362916666666666,8206.00418022762
3.537958333333333,8938.14268603735
3.539625,9871.166522273306
3.54125,9749.39302979569
3.5429166666666663,10787.925976128276
3.544583333333333,12971.072138939051
3.5462499999999997,13209.517529517118
3.5479166666666666,14799.104634468717
3.549583333333333,15384.416243067264
3.55125,16254.9701602899
3.5529166666666665,15298.253361867966
3.5545416666666667,13979.485944402597
3.556208333333333,14025.694835050468
3.5578749999999997,14144.291149469715
3.5595416666666666,13314.680738450294
3.561208333333333,12198.471128383564
3.562875,10925.969886605972
3.5645416666666665,10855.478076562555
3.5662083333333334,11503.795318882134
3.567833333333333,11231.488054218766
3.5694999999999997,12757.26765352536
3.571166666666666,12283.41255740459
3.572833333333333,13378.510560447838
3.5745,13776.175679391516
3.5761666666666665,13468.33222305591
3.5778333333333334,12928.102390183376
3.5795,10518.996884203589
3.5811249999999997,9505.19074343137
3.5827916666666666,9603.570370962152
3.584458333333333,7046.367381162689
3.586125,6385.6150444734785
3.5877916666666665,4722.983124938195
3.5894583333333334,4432.710741083448
3.591125,3356.6152387835755
3.5927916666666664,3513.92653889838
3.5944583333333333,3590.0065601308947
3.596125,4228.317039703951
3.59775,4431.215190174273
3.599416666666666,4615.011617635422
3.6010833333333334,4699.823284295884
3.60275,4930.481033419744
3.6044166666666664,4957.116940882729
3.6060833333333333,4480.572788231
3.60775,4740.273930177715
3.6094166666666667,4416.473808772418
3.6110416666666665,4840.355223526047
3.6127083333333334,5098.277838638092
3.614375,8334.544640242071
3.6160416666666664,12125.785853430762
3.6177083333333333,19111.85939132897
3.619375,28605.83864646758
3.6210416666666663,39194.05489670234
3.622708333333333,51192.322141728284
3.6243333333333334,66574.28330873628
3.626,79083.47053354574
3.627666666666666,83501.77297534599
3.6293333333333333,90015.22591536162
3.631,89336.07268172421
3.6326666666666667,85082.96600564498
3.634333333333333,74698.60561882009
3.6359999999999997,70213.13984846672
3.637625,56926.212267775736
3.6392916666666664,45797.84661360734
3.6409583333333333,41283.86573020743
3.642625,31636.004442428613
3.6442916666666667,27248.58055444479
3.645958333333333,20364.388591899893
3.6476249999999997,17250.489723985498
3.649291666666666,15717.317739922655
3.650958333333333,12114.281956353794
3.6525833333333333,9773.595507572612
3.6542499999999998,10142.403198099597
3.6559166666666667,8219.857852126956
3.657583333333333,6771.586546221903
3.6592499999999997,6130.587029778946
3.6609166666666666,4527.861561949997
3.662583333333333,3507.288687738776
3.66425,3363.141096219214
3.6658749999999998,3306.048163612093
3.6675416666666667,3012.0800058617365
3.669208333333333,1869.3159032244157
3.6708749999999997,1903.054047526212
3.6725416666666666,2242.7965476825475
3.674208333333333,1942.9955025735053
3.675875,1914.1726667066714
3.677541666666666,2288.694569561364
3.6792083333333334,1760.0602036753928
3.680833333333333,1876.504131076542
3.6824999999999997,1799.889132769543
3.6841666666666666,2044.6813301340696
3.685833333333333,2042.524221949583
3.6875,1844.4744093433965
3.6891666666666665,1915.554129588788
3.6908333333333334,1886.960445833247
3.6925,1844.1136363636479
3.6941249999999997,2123.964756199961
3.6957916666666666,2240.3541656358384
3.697458333333333,2345.0956945490016
3.699125,1871.8486912591106
3.7007916666666665,2066.7617693100274
3.7024583333333334,1941.78971085857
3.704125,2481.4353518059324
3.705791666666666,2359.960525386585
3.7074583333333333,2867.5552759088623
3.709083333333333,2841.5313125869598
3.71075,2838.221172713952
3.7124166666666665,2894.943625907329
3.7140833333333334,2963.068782920459
3.71575,3130.3536016082953
3.7174166666666664,3103.212516629092
3.7190833333333333,2946.7683451252515
3.72075,2707.8420880421695
3.722375,2639.0116658800307
3.7240416666666665,2064.382431989161
3.725708333333334,1977.6055296177012
3.727375,2022.0234434885142
3.7290416666666664,2412.640954503822
3.7307083333333333,1769.5407647065695
3.7323749999999998,1783.7321952936318
3.7340416666666667,1844.959679817608
3.7356666666666665,2216.763337552602
3.7373333333333334,2025.2813305029674
3.739,1923.4068688805637
3.7406666666666664,1913.1326232313304
3.7423333333333333,1973.1466674803776
3.7439999999999998,1942.5953059341425
3.7456666666666667,2426.353944714189
3.747333333333333,1953.8007067410463
3.7489583333333334,1786.2859537632507
3.750625,2274.2201851129134
3.7522916666666664,1754.0338204132322
3.7539583333333337,1820.1354842916562
3.7556249999999998,2243.731410659165
3.7572916666666667,1940.1249986358353
3.758958333333333,2081.3043210106375
3.7606249999999997,1949.5620634644606
3.7622916666666666,1985.9602850402632
3.763958333333333,1884.392947134168
3.7655833333333333,1832.5915792526275
3.7672499999999998,1797.2700526961344
3.7689166666666667,1766.5148961250316
3.770583333333333,1815.389245713945
3.7722499999999997,2268.3848697190424
3.7739166666666666,1777.5198619177272
3.775583333333333,3614.2112111160295
3.77725,5524.376324744881
3.7788749999999998,8123.491636957841
3.7805416666666667,12130.945630180713
3.7822083333333336,16585.474804266665
3.7838749999999997,21442.958643653055
3.7855416666666666,27170.08467720321
3.787208333333333,31937.05076343006
3.788875,37302.74832680008
3.7905416666666665,41342.50817059494
3.7921666666666667,41451.83166021646
3.793833333333333,39662.0383304874
3.7954999999999997,40625.731349194735
3.7971666666666666,34975.33547333355
3.798833333333333,27998.928779040638
3.8005,24836.76614128935
3.8021666666666665,20489.687785508344
3.803833333333334,15085.704263462034
3.805458333333333,11268.879672573323
3.807125,9768.13447468635
3.8087916666666666,6036.327889444218
3.8104583333333335,4584.888435368413
3.812125,3831.8312595060934
3.8137916666666665,1761.9450433433383
3.8154583333333334,1820.9700356536205
3.817125,2036.7488389876817
3.8187916666666664,2033.6044752859982
3.8204166666666666,2033.9595754681545
3.822083333333333,1940.8276475306907
3.82375,1804.4263314374225
3.8254166666666665,1768.0091889126966
3.8270833333333334,1792.0209348058152
3.82875,1789.5841939479776
3.8304166666666664,1990.042421658457
3.8320833333333337,1844.5964497792775
3.8337499999999998,2460.4566887495475
3.835375,1797.8383489641164
3.8370416666666665,1885.9994517940697
3.8387083333333334,1936.8028178567376
3.840375,1993.558997777629
3.8420416666666664,1905.2427199450349
3.8437083333333333,1769.8251514402255
3.8453749999999998,1826.9746273563637
3.8470416666666667,1945.524645696536
3.8486666666666665,1938.1060537993008
3.8503333333333334,2247.186377350858
3.852,2461.9819191103707
3.8536666666666664,3912.561712654436
3.8553333333333333,3589.639384418349
3.8569999999999998,3907.3360194608395
3.8586666666666667,3619.680664641152
3.8603333333333336,3237.5895330945896
3.8619583333333334,2585.4464496348
3.863625,2820.3695993849296
3.8652916666666663,3068.572144854283
3.8669583333333333,2568.033482991057
3.8686249999999998,2311.2113189679576
3.8702916666666667,2377.116867679124
3.871958333333333,2468.8969527962017
3.8736249999999997,2278.9930951781826
3.8752916666666666,1847.6940929099674
3.8769166666666663,2022.2749502117204
3.8785833333333333,1740.2367843745963
